"","A_SECTOR","SHELF","AIMS_REEF_NAME","REEF_NAME","FULLREEF_ID","REPORT_YEAR","SITE_NO","TRANSECT_NO","region","id","Complexity","coral","algae","turf","cca","soft","acro","f.richness","f.N","f.biomass","simpD","shanH","N.herb","N.carn","FsimpD","FshanH","FsimpD2","FshanH2","comp1","comp2","fcomp1","fcomp2","lat","long"
"578179","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2018,"3","4","Townsville","TO_M_GRUB REEF(18077)_3_4_2018",NA,12.5,1.5,69,8,4,0,20,57,10301.560283944,0.5696,0.915594938493882,20,6,0.776854416743613,1.74498549926458,0.429670667897815,0.837080282084079,-1.63639283168133,-1.4771690627083,-1.89007319870874,-1.23500917716026,NA,NA
"578308","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2018,"3","5","Townsville","TO_M_GRUB REEF(18077)_3_5_2018",NA,14,3,64,11.5,5,0.178571428571429,21,71,19681.7519154575,0.691326530612245,1.26801027592272,29,5,0.759769886927197,1.6795509799457,0.342392382463797,0.712067499078077,-0.412136928222457,-1.21416857520734,-1.62219165698252,-0.775371945992202,NA,NA
"578437","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"1","1","Townsville","TO_M_GRUB REEF(18077)_1_1_2020",3,7.5,1.66666666666667,65,0.833333333333333,1.66666666666667,0.0555555555555556,13,45,38239.282231034,0.561728395061728,1.03990954643052,1,4,0.668641975308642,1.36313660204083,0.657777777777778,1.20692110623242,-1.6144007166893,-0.895619895201386,-2.77778307982284,0.8830120310013,NA,NA
"578566","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"1","2","Townsville","TO_M_GRUB REEF(18077)_1_2_2020",3,2.42718446601942,0.970873786407767,53.8834951456311,5.33980582524272,0.485436893203883,0,16,37,27780.321683937,0.64,1.05492016798614,1,4,0.707085463842221,1.45218502785289,0.682249817384952,1.2445000296663,-1.28138879055432,-1.74554666127839,-2.99579371706853,1.11787625506695,NA,NA
"578695","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"1","3","Townsville","TO_M_GRUB REEF(18077)_1_3_2020",2.5,7,0,35,0.5,0.5,0.785714285714286,13,27,7429.87354147279,0.540816326530612,1.02851376402485,2,4,0.729766803840878,1.61985287193216,0.647462277091907,1.20182302376485,1.47531062769544,2.23218706608988,-2.83675504548774,0.245684890606243,NA,NA
"578824","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"1","4","Townsville","TO_M_GRUB REEF(18077)_1_4_2020",1.5,0.5,0,56,0,0.5,0,11,39,797.981312024733,0,0,8,1,0.62853385930309,1.11033014011788,0.418145956607495,0.680803256005386,1.66802325843875,-1.62008963026388,-3.46183411100543,0.34743418284338,NA,NA
"578953","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"1","5","Townsville","TO_M_GRUB REEF(18077)_1_5_2020",1.5,1.5,1.5,49,1,0.5,0,15,64,41703.8928873677,0.444444444444444,0.636514168294813,23,NA,0.78076171875,1.56372297008223,0.49169921875,0.850891224683705,-2.00720653295889,-0.909339377175287,-2.9761267482725,-0.517943854794724,NA,NA
"579082","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"2","1","Townsville","TO_M_GRUB REEF(18077)_2_1_2020",3,4.22535211267606,3.28638497652582,72.7699530516432,8.45070422535211,0,0,20,67,14338.4386293227,0.592592592592593,0.995026990179521,22,3,0.692359100022277,1.54545418484032,0.291824459790599,0.621729067520108,-1.12524508103111,-1.78899093186103,-1.81484200509655,-1.34474038045877,NA,NA
"579211","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"2","2","Townsville","TO_M_GRUB REEF(18077)_2_2_2020",2.5,8.04020100502512,1.00502512562814,74.3718592964824,13.0653266331658,1.50753768844221,0.375,26,104,16723.6343033783,0.7109375,1.30509637194834,18,5,0.640162721893491,1.4311364789828,0.552329881656805,0.94172748462724,0.361942569588869,-0.971994300197868,-1.37786819580827,-0.481253569578709,NA,NA
"579340","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"2","3","Townsville","TO_M_GRUB REEF(18077)_2_3_2020",3,4.5,0.5,81.5,10.5,0.5,0.111111111111111,26,70,15664.0471775084,0.567901234567901,0.936888307539016,13,5,0.73469387755102,1.67689456280225,0.540408163265306,1.02708280206875,0.908994123671727,-1.43121662901594,-1.81203303650984,-0.204565461361482,NA,NA
"579469","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"2","4","Townsville","TO_M_GRUB REEF(18077)_2_4_2020",2,3.98009950248756,4.97512437810945,66.6666666666667,8.95522388059701,0.497512437810945,0.25,31,113,16743.4340302524,0.6875,1.38629436111989,29,2,0.759808912209257,1.61854576203193,0.545853238311536,0.945857701823225,1.37485144187202,-0.637432108826136,-1.69465586475425,-0.971507451216062,NA,NA
"579598","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"2","5","Townsville","TO_M_GRUB REEF(18077)_2_5_2020",3,10.6481481481481,1.38888888888889,60.6481481481481,7.40740740740741,0,0.130434782608696,20,62,7615.46618320797,0.65406427221172,1.1928702910903,4,9,0.668054110301769,1.4723949444613,0.587408949011446,1.10849903489717,-0.710998943489814,-1.18899367278951,-2.22041224860819,-0.177757343630996,NA,NA
"579727","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"3","1","Townsville","TO_M_GRUB REEF(18077)_3_1_2020",4.5,17,0.5,64,9.5,3,0.0294117647058824,19,106,10026.1604085189,0.61764705882353,1.07780350557745,20,3,0.676041295834817,1.34333108771386,0.517087931648273,0.791977868179565,-1.11876667090416,-1.48332058195235,-1.8231079878675,-0.877065639873893,NA,NA
"579856","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"3","2","Townsville","TO_M_GRUB REEF(18077)_3_2_2020",3.5,10,0.5,65,18,1,0.05,20,61,6818.65740557222,0.59,1.01823015395139,10,4,0.569739317387799,1.19391215163115,0.359043267938726,0.701064711689754,-1.23158906497406,-1.21937835082436,-2.69578360218693,-0.080307634650476,NA,NA
"579985","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"3","3","Townsville","TO_M_GRUB REEF(18077)_3_3_2020",4,16,3,57.5,18.5,1.5,0.0625,21,115,18134.7702906031,0.580078125,1.07519891988882,32,4,0.730888468809074,1.50516828772321,0.522948960302457,0.84435183000997,-0.792908752707102,-1.43423819243146,-1.66316910602413,-1.65833877703978,NA,NA
"580114","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"3","4","Townsville","TO_M_GRUB REEF(18077)_3_4_2020",3.5,7.44186046511628,0,67.4418604651163,9.30232558139535,0.930232558139535,0.1875,29,113,79927.5978650835,0.7734375,1.5437891850589,51,7,0.820424465502389,1.87022038660745,0.449526196256559,0.817271994758639,-0.782080475072335,-0.037048235510602,-0.199182060541427,-1.76365777782278,NA,NA
"580243","TO","M","Grub Reef (18-077)","GRUB REEF(18077)","18077S",2020,"3","5","Townsville","TO_M_GRUB REEF(18077)_3_5_2020",3.5,9,0.5,76.5,5.5,3.5,0.111111111111111,22,71,36505.9093607385,0.617283950617284,1.14905969697062,27,4,0.810156714937512,1.80819097229524,0.516564173775045,0.947574440753806,-0.300341859750747,-1.38154825896531,-1.46571858459368,-0.837865944725554,NA,NA
"591982","TO","M","Helix Reef","HELIX REEF","18076S",2018,"1","1","Townsville","TO_M_HELIX REEF_1_1_2018",2.5,24,0,68,5.5,0,0.5625,18,97,7955.4059913396,0.700520833333333,1.28032679901844,20,5,0.728664045063237,1.54661689995366,0.57370602614518,0.989974514138156,2.08094783878943,0.159573181338268,-1.7902111142962,-0.824461384903481,NA,NA
"592111","TO","M","Helix Reef","HELIX REEF","18076S",2018,"1","2","Townsville","TO_M_HELIX REEF_1_2_2018",2.5,25,0.5,67,4,0,0.88,24,151,9299.07774502302,0.376,0.799858505661127,17,8,0.514100258760581,1.14698099265031,0.470681110477611,0.805770317258687,2.4928252778711,0.963034045546217,-1.16421145913044,-0.845720632627134,NA,NA
"592240","TO","M","Helix Reef","HELIX REEF","18076S",2018,"1","3","Townsville","TO_M_HELIX REEF_1_3_2018",3.5,76,0,14.5,8,1,0.828947368421053,26,157,17025.3492559875,0.419278047091413,0.868052424059067,25,9,0.481074282932371,1.11195063259568,0.444237088725709,0.778923796901716,2.45619352403332,0.670700067915861,-0.853338034294617,-0.680134618433103,NA,NA
"592369","TO","M","Helix Reef","HELIX REEF","18076S",2018,"1","4","Townsville","TO_M_HELIX REEF_1_4_2018",4.5,63,0,33,3,0.5,0.857142857142857,23,114,8907.93141087116,0.420382968002016,0.853086815621157,21,12,0.667436134195137,1.52793726083,0.592182209910742,1.04976800191071,2.686684084521,1.23301893391264,-1.03128918958553,-0.985637658214613,NA,NA
"592498","TO","M","Helix Reef","HELIX REEF","18076S",2018,"1","5","Townsville","TO_M_HELIX REEF_1_5_2018",4.5,60.5,0.5,26,10,1.5,0.809917355371901,27,117,9184.40381389723,0.377706440816884,0.791008178468081,21,21,0.729490832054935,1.68492108698702,0.635400686682738,1.09889620026653,2.34601986220994,0.344804562250695,-0.41780019559863,-0.903581190676246,NA,NA
"592627","TO","M","Helix Reef","HELIX REEF","18076S",2018,"2","1","Townsville","TO_M_HELIX REEF_2_1_2018",3,23.5,3,62.5,9,0,0.319148936170213,26,78,10284.8382420552,0.715255771842463,1.35174010086559,15,7,0.760683760683761,1.75127709509244,0.678172255095332,1.23445869389734,1.18013331906909,-0.724550375812737,-1.3673553386217,0.269136600003643,NA,NA
"592756","TO","M","Helix Reef","HELIX REEF","18076S",2018,"2","2","Townsville","TO_M_HELIX REEF_2_2_2018",3.5,24,2,57,13,0.5,0.166666666666667,27,99,10908.3505375823,0.670138888888889,1.22265004494092,20,6,0.791347821650852,1.77685078650999,0.652994592388532,1.17991949557457,0.254801969006678,-1.4993476060354,-1.40475966377792,-0.497749357672627,NA,NA
"592885","TO","M","Helix Reef","HELIX REEF","18076S",2018,"2","3","Townsville","TO_M_HELIX REEF_2_3_2018",3.5,27.5,2.5,46.5,16,2,0.236363636363636,28,63,11823.5425253062,0.712066115702479,1.30459459121259,20,10,0.852607709750567,1.97736493800342,0.660115898211136,1.2300664595183,0.680998572834023,-1.4869040607156,-1.46957256709965,-0.770202420868257,NA,NA
"593014","TO","M","Helix Reef","HELIX REEF","18076S",2018,"2","4","Townsville","TO_M_HELIX REEF_2_4_2018",3,26.6331658291457,1.50753768844221,58.7939698492462,9.04522613065327,3.01507537688442,0.30188679245283,31,132,10609.9207103592,0.670701317194731,1.27668419197107,21,13,0.65633608815427,1.47598343268838,0.581152433425161,1.01110129399119,0.309139887311394,-0.637445672722713,-0.9478314768263,-0.801987664654629,NA,NA
"593143","TO","M","Helix Reef","HELIX REEF","18076S",2018,"2","5","Townsville","TO_M_HELIX REEF_2_5_2018",3,39.5,0.5,41,17.5,1.5,0.40506329113924,26,209,14242.5076033631,0.647011696843455,1.19575432038165,19,11,0.458185481101623,1.09905682975918,0.441152904008608,0.858692895385917,0.669299448811259,-0.516818749395864,-0.661196775168513,-0.0542971794932201,NA,NA
"593272","TO","M","Helix Reef","HELIX REEF","18076S",2018,"3","1","Townsville","TO_M_HELIX REEF_3_1_2018",3.5,25,1,65.5,6.5,1.5,0.3,24,79,11387.7057109156,0.7592,1.4788767533647,21,8,0.772953052395449,1.703564424968,0.540298029161993,0.968996374327033,0.459518734548921,-0.636089148079803,-1.56861747717185,-1.25435421851783,NA,NA
"593401","TO","M","Helix Reef","HELIX REEF","18076S",2018,"3","2","Townsville","TO_M_HELIX REEF_3_2_2018",3.5,30.5,2,36,15,10.5,0.295081967213115,24,117,24935.3794940052,0.761623219564633,1.49312168129906,29,5,0.76952297465118,1.7158600173643,0.624881291547958,1.10322964622249,0.218380378532887,-0.59521185971205,-1.15608152429142,-0.715326188014779,NA,NA
"593530","TO","M","Helix Reef","HELIX REEF","18076S",2018,"3","3","Townsville","TO_M_HELIX REEF_3_3_2018",3,41.5,3,47.5,5.5,1.5,0.626506024096386,29,156,15932.708239188,0.58905501524169,1.19798952964535,23,5,0.570101906640368,1.29740563604527,0.52457264957265,0.945124515662945,1.25831685875946,0.205696597797876,-1.25597978593963,-0.799482031776841,NA,NA
"593659","TO","M","Helix Reef","HELIX REEF","18076S",2018,"3","4","Townsville","TO_M_HELIX REEF_3_4_2018",3.5,30.5,1,51,17,0,0.573770491803279,19,54,4497.35625302405,0.673474872346143,1.34200162162093,17,3,0.814814814814815,1.83291258404692,0.565157750342935,1.05048764955377,1.51009875928856,-0.0457377407127621,-2.0673133149812,-0.790706381230377,NA,NA
"593788","TO","M","Helix Reef","HELIX REEF","18076S",2018,"3","5","Townsville","TO_M_HELIX REEF_3_5_2018",4,47.5,1.5,28.5,22,0,0.694736842105263,20,91,4641.6422035987,0.613185595567867,1.22941042170566,17,4,0.597995411182224,1.30429702009283,0.523608259871996,0.891401062085531,2.17611090561744,0.383013355275542,-2.0763539291146,-1.1326219150254,NA,NA
"593917","TO","M","Helix Reef","HELIX REEF","18076S",2020,"1","1","Townsville","TO_M_HELIX REEF_1_1_2020",4,23,0,63,6,0,0.630434782608696,34,278,18848.090988777,0.709829867674858,1.30104120078171,68,19,0.663138553905077,1.51203839303644,0.56521401583769,0.965565790907976,2.56953539291343,0.747884755111628,1.10244735439689,-1.46296204721384,NA,NA
"594046","TO","M","Helix Reef","HELIX REEF","18076S",2020,"1","2","Townsville","TO_M_HELIX REEF_1_2_2020",4,35.9447004608295,0.460829493087558,37.3271889400922,9.21658986175115,0,0.769230769230769,33,467,26651.2063202127,0.606180144641683,1.14407863713711,67,19,0.454117355758429,1.08975412027964,0.420754829450362,0.763635254534885,2.72307093571933,0.869443348636104,1.42744071378614,-1.52972644471487,NA,NA
"594175","TO","M","Helix Reef","HELIX REEF","18076S",2020,"1","3","Townsville","TO_M_HELIX REEF_1_3_2020",3,20.5,0,57,20.5,0,0.780487804878049,24,378,18877.4832746028,0.524687685901249,1.00427502705406,48,11,0.505976876347247,1.07989425520071,0.457308026091095,0.753186557228988,2.74486433261599,0.732571478762843,-0.00372922835797884,-1.2474386500008,NA,NA
"594304","TO","M","Helix Reef","HELIX REEF","18076S",2020,"1","4","Townsville","TO_M_HELIX REEF_1_4_2020",3.5,42.2885572139303,0,36.81592039801,19.4029850746269,0.497512437810945,0.752941176470588,33,291,43177.8806345455,0.44235294117647,0.848302947131066,139,13,0.775663962400066,1.67919878165834,0.512251862873608,0.8423060718553,2.51143926200842,0.204586828771768,1.53948558919094,-3.33040905036055,NA,NA
"594433","TO","M","Helix Reef","HELIX REEF","18076S",2020,"1","5","Townsville","TO_M_HELIX REEF_1_5_2020",NA,34,0,60.5,5,0,0.573529411764706,25,161,16871.6163804347,0.714965397923875,1.38469131794044,44,9,0.710389259673624,1.5766737039253,0.577524015277188,0.983274873945981,2.23363487502209,0.24246398697531,-0.606875392685592,-1.72968722338467,NA,NA
"594562","TO","M","Helix Reef","HELIX REEF","18076S",2020,"2","1","Townsville","TO_M_HELIX REEF_2_1_2020",4.5,11.1111111111111,0.966183574879227,73.4299516908213,2.89855072463768,0.483091787439614,0.565217391304348,23,75,5544.22513569186,0.684310018903592,1.25554222874061,26,4,0.827377777777778,1.86763342155307,0.564622222222222,1.05100368289133,2.50569348559455,0.198273433369774,-1.5185762412929,-1.0641266569782,NA,NA
"594691","TO","M","Helix Reef","HELIX REEF","18076S",2020,"2","2","Townsville","TO_M_HELIX REEF_2_2_2020",4,9,1,79.5,5,1.5,0.111111111111111,27,109,6278.37992159854,0.734567901234568,1.44048174159249,30,4,0.781079033751368,1.68945489808971,0.60735628314115,1.07311196763336,-0.258335103989172,-0.946376370729196,-1.4527708237042,-0.752474129462385,NA,NA
"594820","TO","M","Helix Reef","HELIX REEF","18076S",2020,"2","3","Townsville","TO_M_HELIX REEF_2_3_2020",5,25.9803921568627,0.490196078431373,50.4901960784314,19.6078431372549,0.980392156862745,0.226415094339623,27,94,8712.46608887236,0.725525097899608,1.33313145055675,25,12,0.828429153463105,1.91061784635335,0.656405613399728,1.20635068700986,0.460590032165726,-1.46069855359599,-0.885823424102758,-1.17670913060018,NA,NA
"594949","TO","M","Helix Reef","HELIX REEF","18076S",2020,"2","4","Townsville","TO_M_HELIX REEF_2_4_2020",5,33.6683417085427,0,50.251256281407,7.53768844221105,1.00502512562814,0.641791044776119,29,82,25287.0667260805,0.692804633548674,1.37198684289485,33,7,0.815288518738846,1.89757453709077,0.542236763831053,1.0164603683137,1.7658951924689,0.517838132747083,-0.812252583816687,-1.00372836927252,NA,NA
"595078","TO","M","Helix Reef","HELIX REEF","18076S",2020,"2","5","Townsville","TO_M_HELIX REEF_2_5_2020",4,27.6995305164319,0.469483568075117,53.5211267605634,4.69483568075117,1.40845070422535,0.457627118644068,27,66,4113.50361897337,0.701522550991094,1.3424787644,16,6,0.818181818181818,1.88549334631967,0.644628099173554,1.18913830054014,1.42957255552957,-0.540165704446202,-1.56740979469296,-0.465754836722449,NA,NA
"595207","TO","M","Helix Reef","HELIX REEF","18076S",2020,"3","1","Townsville","TO_M_HELIX REEF_3_1_2020",4,27.1356783919598,1.00502512562814,56.78391959799,9.54773869346734,3.01507537688442,0.333333333333333,22,134,33109.4710005601,0.733196159122085,1.42085515501106,74,3,0.736466919135665,1.58140208058092,0.458788148808198,0.819618192232876,1.1448878934715,-0.516584732435922,-0.99500713346625,-2.18179120927203,NA,NA
"595336","TO","M","Helix Reef","HELIX REEF","18076S",2020,"3","2","Townsville","TO_M_HELIX REEF_3_2_2020",5,29.126213592233,1.94174757281553,39.3203883495146,23.3009708737864,4.36893203883495,0.366666666666667,29,93,7987.73209755155,0.772777777777778,1.59526474408708,22,6,0.804717308359348,1.85108784702361,0.665047982425714,1.20200078983375,0.573689282111418,0.173725740075186,-1.15818330623571,-0.48588596139682,NA,NA
"595465","TO","M","Helix Reef","HELIX REEF","18076S",2020,"3","3","Townsville","TO_M_HELIX REEF_3_3_2020",5,50,1,36.5,6,4.5,0.59,19,120,8670.6704624382,0.6617,1.34616725311114,17,2,0.661527777777778,1.39020960724497,0.627638888888889,1.09321079775463,1.35968513888867,0.432151024890979,-1.81534187760542,-0.045729972556971,NA,NA
"595594","TO","M","Helix Reef","HELIX REEF","18076S",2020,"3","4","Townsville","TO_M_HELIX REEF_3_4_2020",4.5,49.0196078431372,1.96078431372549,33.8235294117647,12.2549019607843,1.96078431372549,0.42,21,106,3427.54563756437,0.7556,1.55671913628926,11,6,0.61623353506586,1.36858645438819,0.590245639017444,1.09198413372174,1.12834450280009,0.59683053190724,-1.74549578537096,-0.106926624309558,NA,NA
"595723","TO","M","Helix Reef","HELIX REEF","18076S",2020,"3","5","Townsville","TO_M_HELIX REEF_3_5_2020",4.5,50,1.01010101010101,40.4040404040404,2.02020202020202,5.55555555555556,0.686868686868687,24,120,2756.13745530966,0.7003367003367,1.34530686212428,15,6,0.590833333333333,1.29330824110489,0.569027777777778,1.05579413709477,2.25569432384058,0.761050146919614,-1.67150414130754,0.00840895293108612,NA,NA
"595852","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"1","1","Townsville","TO_M_JOHN BREWER REEF_1_1_2020",3,15,4.5,56,1,3.5,0.266666666666667,24,121,8625.92530133991,0.772222222222222,1.45232570744105,27,6,0.753363841267673,1.64789111255,0.68752134417048,1.22748426293049,0.405980915301225,-0.710611827106682,-1.17300883131558,-0.191359449507809,-18.6333333333333,147.058333333333
"595981","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"1","2","Townsville","TO_M_JOHN BREWER REEF_1_2_2020",3,13.7254901960784,5.88235294117647,50,0.490196078431373,1.96078431372549,0.75,30,178,16528.3228813228,0.683673469387755,1.28042277828617,43,8,0.770231031435425,1.69694869054078,0.675609140260068,1.20160875493133,2.61962729964445,1.1304287635883,-0.432313890705021,-0.920943480146827,-18.6333333333333,147.058333333333
"596110","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"1","3","Townsville","TO_M_JOHN BREWER REEF_1_3_2020",3,16.5,0.5,68.5,1.5,1,0.666666666666667,29,191,22183.1842473767,0.567493112947658,1.00359760994808,31,11,0.719278528549108,1.5861415539665,0.657492941531208,1.18548845921402,2.86215323096902,0.37473986623427,-0.405170936360364,-0.403772101929615,-18.6333333333333,147.058333333333
"596239","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"1","4","Townsville","TO_M_JOHN BREWER REEF_1_4_2020",2.5,10.6796116504854,1.94174757281553,69.9029126213592,4.36893203883495,0.970873786407767,0.772727272727273,24,252,7089.00981859571,0.549586776859504,1.04900742118822,12,4,0.491685563114135,1.03225929916583,0.478741496598639,0.880992548536541,2.68478906318251,0.770352822455077,-1.60708113498084,0.228182289505716,-18.6333333333333,147.058333333333
"596368","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"1","5","Townsville","TO_M_JOHN BREWER REEF_1_5_2020",3,20.2020202020202,21.2121212121212,42.9292929292929,7.07070707070707,6.56565656565657,0.575,26,228,7380.74314896051,0.68375,1.32450714839189,13,10,0.545398584179748,1.15286308703847,0.537857802400739,0.990106271897416,2.21755369636009,0.0908686302795911,-1.07926057001077,0.941405863876505,-18.6333333333333,147.058333333333
"596497","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"2","1","Townsville","TO_M_JOHN BREWER REEF_2_1_2020",3,4.95495495495495,2.7027027027027,79.7297297297297,4.05405405405405,0.900900900900901,0.272727272727273,18,145,3330.09948078524,0.628099173553719,1.16851840574309,8,4,0.639904875148633,1.28179944275788,0.619833531510107,1.10207655134198,2.04046610384764,-0.569564343324846,-2.283010141509,0.480638222524619,-18.6333333333333,147.058333333333
"596626","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"2","2","Townsville","TO_M_JOHN BREWER REEF_2_2_2020",3.5,6,1.5,75,4.5,9,0.25,27,141,11731.7203774712,0.736111111111111,1.46773392932715,27,10,0.748352698556411,1.68602907037496,0.644836778834063,1.15637001547769,1.10024193693626,-0.761585542252158,-0.580801967629068,-0.815088588346954,-18.6333333333333,147.058333333333
"596755","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"2","3","Townsville","TO_M_JOHN BREWER REEF_2_3_2020",3.5,5.4726368159204,4.47761194029851,68.6567164179104,8.45771144278607,5.4726368159204,0.363636363636364,29,140,7536.61109003451,0.628099173553719,1.03619878481928,12,8,0.655102040816327,1.45110974222029,0.626632653061225,1.14542343917614,0.889023305595837,-0.675242841262067,-1.07227938614732,0.503624156182007,-18.6333333333333,147.058333333333
"596884","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"2","4","Townsville","TO_M_JOHN BREWER REEF_2_4_2020",3,9,0.5,66,10,4.5,0.666666666666667,25,160,11852.4038698529,0.623456790123457,1.16793736772566,28,5,0.633359375,1.41384130502873,0.557734375,0.969133852111232,2.26354859936191,0.554063308544189,-0.892268552519116,-0.361354710639032,-18.6333333333333,147.058333333333
"597013","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"2","5","Townsville","TO_M_JOHN BREWER REEF_2_5_2020",2.5,0.980392156862745,1.47058823529412,68.6274509803922,6.86274509803922,3.43137254901961,1,26,147,8715.50524010984,0,0,30,8,0.747836549585821,1.68199175606733,0.675274191309177,1.21144807700682,2.51427766625066,1.10652951108333,-0.478411888131565,-0.405290705224979,-18.6333333333333,147.058333333333
"597142","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"3","1","Townsville","TO_M_JOHN BREWER REEF_3_1_2020",3,5,1.5,82.5,5,1,0.1,17,67,3604.91454414399,0.34,0.639031859650177,4,6,0.736912452662063,1.55289186336027,0.70216083760303,1.2793722419053,1.47826659325491,-0.849920494172084,-2.38966517770544,0.621401539603175,-18.6333333333333,147.058333333333
"597271","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"3","2","Townsville","TO_M_JOHN BREWER REEF_3_2_2020",3,2,2.5,70,18.5,3,0.25,17,52,3557.14663997639,0.625,1.03972077083992,9,2,0.779585798816568,1.68944094742361,0.659763313609467,1.17383470509027,0.702572839745634,-0.920418396483731,-2.49813426856928,0.151766556509811,-18.6333333333333,147.058333333333
"597400","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"3","3","Townsville","TO_M_JOHN BREWER REEF_3_3_2020",3.5,2.5,3,69.5,7.5,3.5,0.4,19,99,2859.89112306187,0.64,1.05492016798614,10,8,0.759514335271911,1.58242417981255,0.7089072543618,1.28568206488224,1.63695487022199,-0.915067554832008,-1.89579911102457,0.245799410912797,-18.6333333333333,147.058333333333
"597529","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"3","4","Townsville","TO_M_JOHN BREWER REEF_3_4_2020",3.5,13.4328358208955,0,56.2189054726368,2.48756218905473,0.995024875621891,0.851851851851852,30,125,11486.1215681925,0.609053497942387,1.09234010552732,24,11,0.791552,1.798874260265,0.665472,1.21057274317604,2.82788659888075,1.53539904279861,-0.822560211004209,-0.806089362373616,-18.6333333333333,147.058333333333
"597658","TO","M","John Brewer Reef","JOHN BREWER REEF","18075S",2020,"3","5","Townsville","TO_M_JOHN BREWER REEF_3_5_2020",2,13.5,0,67,5,0.5,0.777777777777778,21,82,3037.33197521514,0.463648834019204,0.874435957580153,6,9,0.709994051160024,1.5825161087439,0.631469363474122,1.17196855674557,2.79511348843776,0.589726016603833,-1.78162847380589,0.336491619778506,-18.6333333333333,147.058333333333
"609397","TO","M","Kelso Reef","KELSO REEF","18030S",2018,"1","1","Townsville","TO_M_KELSO REEF_1_1_2018",2.5,15.5,1,60.5,8.5,7.5,0.387096774193548,38,234,7839.13612004758,0.720083246618106,1.32907886550342,22,10,0.375410913872452,0.966991978025821,0.362298195631529,0.726250784586831,0.630384382157606,-1.07037238559534,-0.0809458171144675,-0.135821117773557,-18.4416666666667,146.991666666667
"609526","TO","M","Kelso Reef","KELSO REEF","18030S",2018,"1","2","Townsville","TO_M_KELSO REEF_1_2_2018",2,3,0,75.5,2.5,1,0.5,15,62,1349.75992297354,0.611111111111111,1.01140426470735,5,6,0.518210197710718,1.17859297122543,0.50624349635796,0.982369500044379,0.155362905415184,-0.127223914382917,-2.30571560590308,-0.151650457497587,-18.4416666666667,146.991666666667
"609655","TO","M","Kelso Reef","KELSO REEF","18030S",2018,"1","3","Townsville","TO_M_KELSO REEF_1_3_2018",2.5,7,0,65.5,8,2,0.142857142857143,23,86,7592.19089091152,0.663265306122449,1.23264328449874,21,4,0.56598161168199,1.30138144346137,0.520010816657653,0.942735364063753,-0.562291313932158,-0.459256521356422,-1.37937417514498,-0.657109827308099,-18.4416666666667,146.991666666667
"609784","TO","M","Kelso Reef","KELSO REEF","18030S",2018,"1","4","Townsville","TO_M_KELSO REEF_1_4_2018",2.5,18.5,1,51,6,11,0.594594594594595,28,185,11899.0385701838,0.626734842951059,1.29265080733289,20,11,0.410343316289262,1.02357607557187,0.387377647918189,0.723102364298524,1.27314637401589,0.279182767247992,-0.468278471235577,-0.633889458695449,-18.4416666666667,146.991666666667
"609913","TO","M","Kelso Reef","KELSO REEF","18030S",2018,"1","5","Townsville","TO_M_KELSO REEF_1_5_2018",2.5,8,6.5,64,8,6.5,0.3125,30,388,8865.70852681203,0.78515625,1.4571457874889,21,11,0.321381124455309,0.797752517001876,0.315748219789563,0.654808310649483,0.345393924091362,0.213520143078745,-0.151878168518761,0.412815662514758,-18.4416666666667,146.991666666667
